crop,district,market,price,arrival,quantity,unit,literacy,forecast
Wheat,Tumkur,Tumkur Mandi,3121.76,2025-10-11,303,ton,80.8,Heatwave
Maize,Tumkur,Tumkur Mandi,1504.58,2025-07-27,1210,kg,80.8,Cold wave
Wheat,chitradurga,chitradurga market,2667.04,2025-09-11,1329,quintal,81.8,Cold wave
Rice,Kolar,Kolar Market,1231.93,2025-07-26,176,quintal,58.7,Drought warning
Tomato,chitradurga,chitradurga market,1442.36,2025-10-16,964,quintal,81.8,Cold wave
Rice,Mysuru,Mysuru Mandi,3034.84,2025-08-26,249,ton,81.8,Cold wave
Cotton,Tumkur,Tumkur Mandi,3288.98,2025-08-22,2516,kg,80.8,Slight showers
Rice,Kolar,Kolar Market,3373.47,2025-09-20,2033,kg,58.7,Drought warning
Cotton,davanagere,davanagere market,3460.56,2025-07-11,1726,quintal,89.2,Price may drop
Cotton,Kolar,Kolar Market,1855.5,2025-07-20,1219,kg,58.7,Drought warning
Tomato,chitradurga,chitradurga market,3042.37,2025-08-11,2599,quintal,81.8,Drought warning
Maize,chitradurga,chitradurga market,2354.9,2025-09-20,947,quintal,81.8,Rising prices
Tomato,Kolar,Kolar Market,1289.53,2025-08-25,2094,kg,58.7,Stable
Wheat,chitradurga,chitradurga market,3308.81,2025-07-05,270,quintal,81.8,Sunny weather
Maize,davanagere,davanagere market,3020.37,2025-08-03,1444,kg,89.2,Cold wave
Wheat,Mysuru,Mysuru Mandi,2011.11,2025-08-23,2325,kg,81.8,Price may drop
Rice,Mysuru,Mysuru Mandi,1710.9,2025-09-09,986,quintal,81.8,Flood risk
Maize,Mysuru,Mysuru Mandi,1296.95,2025-09-19,2894,quintal,81.8,Rising prices
Wheat,davanagere,davanagere market,2224.48,2025-07-28,2756,kg,89.2,Drought warning
Cotton,chitradurga,chitradurga market,1239.72,2025-07-16,1576,quintal,81.8,Rain expected
Rice,Tumkur,Tumkur Mandi,878.23,2025-10-25,2270,ton,80.8,Rising prices
Tomato,Tumkur,Tumkur Mandi,2365.15,2025-08-25,2571,ton,80.8,Stable
Tomato,Mysuru,Mysuru Mandi,937.82,2025-07-11,2450,kg,81.8,Heatwave
Tomato,davanagere,davanagere market,1771.22,2025-09-03,1116,ton,89.2,Rain expected
Cotton,davanagere,davanagere market,2503.6,2025-10-10,2796,ton,89.2,Heatwave
Maize,Tumkur,Tumkur Mandi,975.66,2025-08-27,290,ton,80.8,Slight showers
Maize,davanagere,davanagere market,2885.91,2025-10-16,2506,ton,89.2,Slight showers
Tomato,davanagere,davanagere market,1887.11,2025-10-25,711,quintal,89.2,Rising prices
Maize,chitradurga,chitradurga market,3318.61,2025-09-04,784,quintal,81.8,Slight showers
Cotton,davanagere,davanagere market,3495.08,2025-09-14,1521,quintal,89.2,Rain expected
Cotton,Tumkur,Tumkur Mandi,1417.16,2025-10-07,2467,kg,80.8,Flood risk
Rice,chitradurga,chitradurga market,1201.63,2025-08-30,1775,kg,81.8,Sunny weather
Rice,chitradurga,chitradurga market,2786.03,2025-08-23,2215,kg,81.8,Drought warning
Wheat,chitradurga,chitradurga market,2222.62,2025-07-24,2139,kg,81.8,Price may drop
Maize,davanagere,davanagere market,2053.44,2025-10-16,52,kg,89.2,Rain expected
Wheat,davanagere,davanagere market,3060.65,2025-07-22,985,kg,89.2,Rising prices
Rice,davanagere,davanagere market,2921.54,2025-09-18,1630,ton,89.2,Heatwave
Rice,davanagere,davanagere market,1924.14,2025-09-04,2395,quintal,89.2,Heatwave
Cotton,Mysuru,Mysuru Mandi,2464.83,2025-10-13,2157,kg,81.8,Slight showers
Rice,chitradurga,chitradurga market,1906.0,2025-09-04,2992,quintal,81.8,Sunny weather
Maize,chitradurga,chitradurga market,2458.12,2025-09-17,1408,kg,81.8,Heatwave
Tomato,chitradurga,chitradurga market,1840.87,2025-08-30,854,quintal,81.8,Heatwave
Tomato,chitradurga,chitradurga market,2778.76,2025-07-31,2737,kg,81.8,Slight showers
Cotton,chitradurga,chitradurga market,1127.81,2025-09-21,2112,quintal,81.8,Cold wave
Rice,chitradurga,chitradurga market,1988.39,2025-08-13,1107,kg,81.8,Stable
Rice,Tumkur,Tumkur Mandi,2553.95,2025-10-27,1343,ton,80.8,Rising prices
Tomato,Kolar,Kolar Market,1818.11,2025-08-26,1594,kg,58.7,Drought warning
Maize,davanagere,davanagere market,3316.83,2025-07-23,2015,quintal,89.2,Rising prices
Cotton,Mysuru,Mysuru Mandi,2717.71,2025-07-13,936,quintal,81.8,Stable
Wheat,davanagere,davanagere market,3134.13,2025-09-03,1892,quintal,89.2,Cold wave
Maize,davanagere,davanagere market,2998.34,2025-08-03,493,kg,89.2,Stable
Tomato,Kolar,Kolar Market,2584.58,2025-09-02,419,ton,58.7,Rising prices
Maize,chitradurga,chitradurga market,1584.22,2025-08-28,2111,quintal,81.8,Flood risk
Maize,Tumkur,Tumkur Mandi,2652.12,2025-09-14,262,quintal,80.8,Cold wave
Tomato,Tumkur,Tumkur Mandi,3389.09,2025-09-28,2463,kg,80.8,Drought warning
Cotton,davanagere,davanagere market,3084.2,2025-08-02,976,quintal,89.2,Cold wave
Tomato,Tumkur,Tumkur Mandi,1132.48,2025-08-07,1350,kg,80.8,Drought warning
Wheat,Kolar,Kolar Market,1433.66,2025-08-04,272,kg,58.7,Slight showers
Maize,davanagere,davanagere market,2360.07,2025-10-02,2763,quintal,89.2,Slight showers
Cotton,Kolar,Kolar Market,708.05,2025-10-02,2358,ton,58.7,Sunny weather
Maize,Mysuru,Mysuru Mandi,1950.14,2025-09-22,1168,kg,81.8,Heatwave
Wheat,Mysuru,Mysuru Mandi,2824.19,2025-09-07,1089,quintal,81.8,Slight showers
Rice,Kolar,Kolar Market,1841.94,2025-07-31,2424,quintal,58.7,Stable
Wheat,chitradurga,chitradurga market,2005.41,2025-09-09,181,quintal,81.8,Flood risk
Wheat,chitradurga,chitradurga market,2344.24,2025-09-17,1333,quintal,81.8,Rain expected
Cotton,chitradurga,chitradurga market,2788.94,2025-07-29,1532,ton,81.8,Heatwave
Cotton,Kolar,Kolar Market,1669.12,2025-09-11,1525,quintal,58.7,Rising prices
Wheat,Mysuru,Mysuru Mandi,3205.45,2025-08-10,2658,ton,81.8,Heatwave
Cotton,chitradurga,chitradurga market,3005.24,2025-10-13,1301,ton,81.8,Price may drop
Tomato,Tumkur,Tumkur Mandi,3408.47,2025-08-05,1360,quintal,80.8,Price may drop
Wheat,davanagere,davanagere market,1221.75,2025-07-21,2236,quintal,89.2,Stable
Wheat,Kolar,Kolar Market,3433.08,2025-07-05,2387,kg,58.7,Flood risk
Maize,chitradurga,chitradurga market,1408.2,2025-08-31,1938,kg,81.8,Rain expected
Wheat,chitradurga,chitradurga market,2752.95,2025-07-11,1454,ton,81.8,Drought warning
Wheat,davanagere,davanagere market,2084.11,2025-08-15,2467,quintal,89.2,Drought warning
Wheat,Mysuru,Mysuru Mandi,3243.75,2025-07-09,1778,ton,81.8,Cold wave
Maize,chitradurga,chitradurga market,1852.48,2025-08-23,2478,ton,81.8,Drought warning
Maize,Tumkur,Tumkur Mandi,2939.77,2025-10-19,1411,quintal,80.8,Cold wave
Wheat,davanagere,davanagere market,2120.57,2025-07-18,2610,kg,89.2,Heatwave
Wheat,Kolar,Kolar Market,2897.95,2025-09-04,741,quintal,58.7,Cold wave
Cotton,Kolar,Kolar Market,3113.7,2025-07-25,2816,quintal,58.7,Sunny weather
Rice,chitradurga,chitradurga market,2117.71,2025-09-06,792,ton,81.8,Heatwave
Cotton,Tumkur,Tumkur Mandi,1592.5,2025-09-14,1976,kg,80.8,Sunny weather
Wheat,Mysuru,Mysuru Mandi,1372.06,2025-08-16,2264,ton,81.8,Drought warning
Tomato,Mysuru,Mysuru Mandi,2838.36,2025-07-08,2496,quintal,81.8,Cold wave
Wheat,chitradurga,chitradurga market,2650.34,2025-09-27,112,quintal,81.8,Stable
Tomato,davanagere,davanagere market,1545.61,2025-08-15,1732,quintal,89.2,Rising prices
Tomato,Mysuru,Mysuru Mandi,1732.39,2025-10-14,735,ton,81.8,Sunny weather
Wheat,chitradurga,chitradurga market,1796.23,2025-07-18,400,quintal,81.8,Sunny weather
Wheat,Tumkur,Tumkur Mandi,2491.78,2025-07-21,145,quintal,80.8,Rain expected
Maize,Mysuru,Mysuru Mandi,1136.96,2025-09-01,157,kg,81.8,Price may drop
Wheat,davanagere,davanagere market,1910.19,2025-08-04,1510,quintal,89.2,Rising prices
Cotton,chitradurga,chitradurga market,2078.25,2025-08-21,1351,quintal,81.8,Sunny weather
Rice,Mysuru,Mysuru Mandi,1821.68,2025-09-30,1667,kg,81.8,Heatwave
Wheat,Mysuru,Mysuru Mandi,3230.74,2025-09-17,62,kg,81.8,Drought warning
Maize,davanagere,davanagere market,3416.93,2025-09-15,968,ton,89.2,Flood risk
Rice,chitradurga,chitradurga market,2651.76,2025-07-05,2821,quintal,81.8,Slight showers
Maize,davanagere,davanagere market,1804.79,2025-09-02,1107,quintal,89.2,Rising prices
Rice,Kolar,Kolar Market,2495.66,2025-07-28,215,kg,58.7,Slight showers
Maize,Tumkur,Tumkur Mandi,3167.72,2025-10-08,574,quintal,80.8,Slight showers
Wheat,Kolar,Kolar Market,2459.21,2025-09-15,2641,quintal,58.7,Rising prices
Rice,davanagere,davanagere market,2254.54,2025-08-26,2049,ton,89.2,Stable
Tomato,Mysuru,Mysuru Mandi,2370.99,2025-10-16,796,ton,81.8,Sunny weather
Wheat,Tumkur,Tumkur Mandi,1197.66,2025-07-28,2730,ton,80.8,Sunny weather
Maize,chitradurga,chitradurga market,2674.05,2025-08-31,1906,kg,81.8,Price may drop
Rice,Mysuru,Mysuru Mandi,2757.35,2025-09-21,2910,quintal,81.8,Sunny weather
Cotton,chitradurga,chitradurga market,1470.18,2025-09-22,2051,quintal,81.8,Cold wave
Wheat,chitradurga,chitradurga market,2735.26,2025-09-08,1790,quintal,81.8,Drought warning
Cotton,chitradurga,chitradurga market,2543.65,2025-09-07,2094,kg,81.8,Heatwave
Cotton,Tumkur,Tumkur Mandi,1340.59,2025-09-17,1661,quintal,80.8,Sunny weather
Cotton,Kolar,Kolar Market,2313.48,2025-10-16,1633,kg,58.7,Slight showers
Wheat,Tumkur,Tumkur Mandi,965.38,2025-07-26,2674,kg,80.8,Slight showers
Tomato,chitradurga,chitradurga market,2650.97,2025-09-25,1732,quintal,81.8,Cold wave
Wheat,Mysuru,Mysuru Mandi,2023.62,2025-08-20,927,quintal,81.8,Drought warning
Cotton,Kolar,Kolar Market,2053.01,2025-09-08,676,ton,58.7,Cold wave
Wheat,Kolar,Kolar Market,1460.23,2025-08-28,702,kg,58.7,Cold wave
Maize,chitradurga,chitradurga market,3149.09,2025-10-07,1479,kg,81.8,Cold wave
Rice,Tumkur,Tumkur Mandi,2574.54,2025-08-03,1647,kg,80.8,Drought warning
Tomato,davanagere,davanagere market,729.1,2025-07-18,1503,kg,89.2,Price may drop
Wheat,davanagere,davanagere market,2639.34,2025-07-01,1768,kg,89.2,Rising prices
Maize,davanagere,davanagere market,2904.31,2025-10-09,2368,kg,89.2,Stable
Maize,Kolar,Kolar Market,2408.34,2025-07-17,1384,kg,58.7,Flood risk
Rice,Tumkur,Tumkur Mandi,2037.86,2025-10-24,1152,quintal,80.8,Cold wave
Cotton,chitradurga,chitradurga market,1392.0,2025-10-08,2048,ton,81.8,Sunny weather
Cotton,Kolar,Kolar Market,1467.95,2025-09-17,75,ton,58.7,Flood risk
Wheat,davanagere,davanagere market,2205.53,2025-10-18,2945,ton,89.2,Drought warning
Rice,Mysuru,Mysuru Mandi,1029.47,2025-08-24,2482,quintal,81.8,Heatwave
Tomato,Mysuru,Mysuru Mandi,2938.71,2025-09-25,2663,ton,81.8,Sunny weather
Rice,Mysuru,Mysuru Mandi,1860.22,2025-10-21,2747,ton,81.8,Price may drop
Maize,Mysuru,Mysuru Mandi,2416.12,2025-07-31,367,kg,81.8,Sunny weather
Tomato,davanagere,davanagere market,1005.81,2025-08-14,437,quintal,89.2,Heatwave
Tomato,chitradurga,chitradurga market,2112.61,2025-09-19,838,kg,81.8,Heatwave
Wheat,Mysuru,Mysuru Mandi,2136.42,2025-08-29,2065,ton,81.8,Sunny weather
Maize,Tumkur,Tumkur Mandi,2099.86,2025-08-16,1615,ton,80.8,Flood risk
Tomato,davanagere,davanagere market,1088.09,2025-10-27,442,kg,89.2,Drought warning
Maize,chitradurga,chitradurga market,905.16,2025-09-16,1575,ton,81.8,Rain expected
Rice,Tumkur,Tumkur Mandi,1663.42,2025-07-23,2167,kg,80.8,Stable
Maize,chitradurga,chitradurga market,3072.83,2025-09-11,151,ton,81.8,Heatwave
Rice,Mysuru,Mysuru Mandi,801.97,2025-07-11,2724,quintal,81.8,Rising prices
Maize,chitradurga,chitradurga market,1476.06,2025-07-05,2689,ton,81.8,Rising prices
Maize,Tumkur,Tumkur Mandi,1096.59,2025-10-10,2387,quintal,80.8,Rising prices
Cotton,chitradurga,chitradurga market,3358.8,2025-07-18,1435,kg,81.8,Heatwave
Rice,Tumkur,Tumkur Mandi,1977.26,2025-10-13,919,ton,80.8,Cold wave
Rice,Tumkur,Tumkur Mandi,3314.91,2025-10-11,88,ton,80.8,Drought warning
Maize,chitradurga,chitradurga market,2177.11,2025-10-27,1469,kg,81.8,Heatwave
Cotton,chitradurga,chitradurga market,2844.2,2025-09-20,2538,kg,81.8,Cold wave
Maize,Tumkur,Tumkur Mandi,997.07,2025-09-26,821,quintal,80.8,Rain expected
Maize,davanagere,davanagere market,1301.65,2025-10-22,272,ton,89.2,Cold wave
Tomato,Kolar,Kolar Market,3246.11,2025-08-06,2298,ton,58.7,Rising prices
Rice,Mysuru,Mysuru Mandi,876.63,2025-08-02,2740,kg,81.8,Price may drop
Maize,Mysuru,Mysuru Mandi,2992.92,2025-09-18,1461,ton,81.8,Drought warning
Wheat,Kolar,Kolar Market,1994.06,2025-09-27,1213,quintal,58.7,Heatwave
Cotton,Tumkur,Tumkur Mandi,2447.13,2025-08-20,2759,kg,80.8,Heatwave
Maize,chitradurga,chitradurga market,3284.38,2025-10-24,1634,quintal,81.8,Slight showers
Cotton,chitradurga,chitradurga market,3113.76,2025-09-07,1460,kg,81.8,Rising prices
Cotton,Kolar,Kolar Market,2192.38,2025-07-11,2788,ton,58.7,Heatwave
Tomato,Mysuru,Mysuru Mandi,2362.07,2025-07-05,1252,ton,81.8,Drought warning
Wheat,chitradurga,chitradurga market,1117.39,2025-07-28,1801,quintal,81.8,Heatwave
Rice,Tumkur,Tumkur Mandi,2859.63,2025-08-06,1582,kg,80.8,Slight showers
Maize,Tumkur,Tumkur Mandi,1383.28,2025-09-01,2337,kg,80.8,Rising prices
Cotton,Kolar,Kolar Market,2195.87,2025-10-15,2135,kg,58.7,Slight showers
Maize,chitradurga,chitradurga market,2784.3,2025-10-06,2534,quintal,81.8,Heatwave
Maize,Mysuru,Mysuru Mandi,2060.69,2025-09-15,588,ton,81.8,Rain expected
Rice,Tumkur,Tumkur Mandi,1462.36,2025-09-07,157,kg,80.8,Cold wave
Cotton,Tumkur,Tumkur Mandi,1750.6,2025-08-17,2151,kg,80.8,Stable
Tomato,Mysuru,Mysuru Mandi,723.98,2025-10-22,693,quintal,81.8,Sunny weather
Wheat,Kolar,Kolar Market,3255.37,2025-07-09,924,kg,58.7,Flood risk
Wheat,Tumkur,Tumkur Mandi,2936.33,2025-09-27,2787,quintal,80.8,Price may drop
Tomato,Kolar,Kolar Market,2611.76,2025-07-13,919,kg,58.7,Cold wave
Wheat,Tumkur,Tumkur Mandi,1041.43,2025-08-29,2086,ton,80.8,Sunny weather
Tomato,chitradurga,chitradurga market,2923.74,2025-10-27,663,ton,81.8,Sunny weather
Cotton,davanagere,davanagere market,2636.9,2025-08-03,2265,kg,89.2,Rising prices
Tomato,chitradurga,chitradurga market,2682.59,2025-07-17,2738,quintal,81.8,Sunny weather
Tomato,Mysuru,Mysuru Mandi,2286.63,2025-07-13,454,kg,81.8,Price may drop
Cotton,chitradurga,chitradurga market,905.5,2025-07-17,1317,kg,81.8,Slight showers
Maize,Tumkur,Tumkur Mandi,1867.74,2025-07-18,2784,ton,80.8,Drought warning
Wheat,Tumkur,Tumkur Mandi,1538.12,2025-10-15,1362,kg,80.8,Price may drop
Maize,Mysuru,Mysuru Mandi,1337.59,2025-07-05,429,ton,81.8,Flood risk
Tomato,davanagere,davanagere market,996.15,2025-10-11,719,ton,89.2,Slight showers
Wheat,davanagere,davanagere market,3144.08,2025-08-06,2682,kg,89.2,Drought warning
Rice,Kolar,Kolar Market,2802.2,2025-09-04,671,kg,58.7,Drought warning
Maize,Mysuru,Mysuru Mandi,1517.33,2025-08-31,745,ton,81.8,Flood risk
Wheat,davanagere,davanagere market,3067.18,2025-08-18,2189,kg,89.2,Flood risk
Wheat,Mysuru,Mysuru Mandi,1787.27,2025-09-20,2365,quintal,81.8,Rain expected
Rice,Tumkur,Tumkur Mandi,2778.92,2025-09-12,1600,kg,80.8,Heatwave
Wheat,davanagere,davanagere market,1981.2,2025-10-08,1052,kg,89.2,Heatwave
Tomato,chitradurga,chitradurga market,3463.74,2025-08-25,216,ton,81.8,Cold wave
Rice,chitradurga,chitradurga market,2560.04,2025-07-31,2024,kg,81.8,Drought warning
Cotton,chitradurga,chitradurga market,1088.77,2025-08-23,134,quintal,81.8,Rising prices
Maize,Tumkur,Tumkur Mandi,2887.22,2025-08-01,1139,kg,80.8,Cold wave
Cotton,Mysuru,Mysuru Mandi,1694.86,2025-10-01,1544,ton,81.8,Stable
Tomato,Kolar,Kolar Market,3155.12,2025-09-24,2884,kg,58.7,Stable
Cotton,Kolar,Kolar Market,3258.33,2025-07-20,1077,kg,58.7,Rain expected
Tomato,Kolar,Kolar Market,3177.86,2025-07-21,275,ton,58.7,Rising prices
Rice,Kolar,Kolar Market,1950.44,2025-07-08,702,kg,58.7,Heatwave
Rice,Tumkur,Tumkur Mandi,3495.02,2025-07-05,2699,quintal,80.8,Flood risk
Wheat,Kolar,Kolar Market,810.61,2025-09-03,2093,kg,58.7,Sunny weather
Wheat,davanagere,davanagere market,3148.54,2025-07-14,145,quintal,89.2,Heatwave
Tomato,Tumkur,Tumkur Mandi,3387.65,2025-10-09,319,quintal,80.8,Stable
Tomato,davanagere,davanagere market,2901.48,2025-07-03,890,quintal,89.2,Cold wave
Cotton,Mysuru,Mysuru Mandi,2263.57,2025-10-16,1102,kg,81.8,Price may drop
Maize,davanagere,davanagere market,1054.01,2025-08-21,248,ton,89.2,Heatwave
Cotton,Kolar,Kolar Market,1969.39,2025-07-14,1268,ton,58.7,Drought warning
Cotton,chitradurga,chitradurga market,1613.59,2025-08-16,753,quintal,81.8,Cold wave
Rice,chitradurga,chitradurga market,3267.61,2025-07-30,156,ton,81.8,Slight showers
Wheat,davanagere,davanagere market,890.25,2025-07-02,1833,ton,89.2,Rising prices
Maize,Kolar,Kolar Market,2105.25,2025-10-16,1875,ton,58.7,Price may drop
Wheat,Mysuru,Mysuru Mandi,1320.01,2025-09-07,871,kg,81.8,Rain expected
Wheat,Kolar,Kolar Market,880.44,2025-07-29,2244,ton,58.7,Price may drop
Tomato,chitradurga,chitradurga market,1047.11,2025-08-24,643,quintal,81.8,Stable
Cotton,Tumkur,Tumkur Mandi,2089.61,2025-08-29,2341,quintal,80.8,Sunny weather
Tomato,Mysuru,Mysuru Mandi,1484.34,2025-09-02,2115,quintal,81.8,Cold wave
Wheat,Mysuru,Mysuru Mandi,2718.56,2025-07-05,1613,kg,81.8,Sunny weather
Wheat,Mysuru,Mysuru Mandi,1465.26,2025-08-16,2338,ton,81.8,Drought warning
Wheat,Tumkur,Tumkur Mandi,842.96,2025-07-04,202,quintal,80.8,Heatwave
Tomato,Tumkur,Tumkur Mandi,2937.14,2025-09-21,355,kg,80.8,Stable
Cotton,Mysuru,Mysuru Mandi,2583.57,2025-08-31,848,quintal,81.8,Price may drop
Tomato,chitradurga,chitradurga market,849.26,2025-10-09,2457,kg,81.8,Flood risk
Maize,Mysuru,Mysuru Mandi,2133.15,2025-09-15,1337,kg,81.8,Drought warning
Maize,Kolar,Kolar Market,1029.19,2025-07-22,289,quintal,58.7,Cold wave
Rice,davanagere,davanagere market,1061.72,2025-09-14,1655,kg,89.2,Slight showers
Rice,Tumkur,Tumkur Mandi,2589.86,2025-07-22,1618,quintal,80.8,Rising prices
Maize,Kolar,Kolar Market,3102.42,2025-08-08,2475,kg,58.7,Cold wave
Wheat,Mysuru,Mysuru Mandi,2667.8,2025-07-25,2723,ton,81.8,Cold wave
Wheat,Mysuru,Mysuru Mandi,1778.38,2025-10-06,1789,quintal,81.8,Flood risk
Wheat,Mysuru,Mysuru Mandi,2038.85,2025-10-07,136,quintal,81.8,Sunny weather
Maize,Mysuru,Mysuru Mandi,3012.83,2025-08-26,353,ton,81.8,Sunny weather
Rice,Kolar,Kolar Market,3434.53,2025-08-31,2995,ton,58.7,Stable
Cotton,Mysuru,Mysuru Mandi,2502.59,2025-08-30,2762,kg,81.8,Cold wave
Wheat,davanagere,davanagere market,2115.38,2025-09-15,1081,kg,89.2,Flood risk
Cotton,davanagere,davanagere market,1119.72,2025-07-27,1082,kg,89.2,Sunny weather
Tomato,davanagere,davanagere market,2236.75,2025-10-01,1314,kg,89.2,Price may drop
Wheat,Mysuru,Mysuru Mandi,1133.56,2025-10-19,973,quintal,81.8,Drought warning
Maize,davanagere,davanagere market,3398.06,2025-09-21,1193,quintal,89.2,Price may drop
Rice,chitradurga,chitradurga market,2948.49,2025-08-23,2712,kg,81.8,Flood risk
Maize,davanagere,davanagere market,738.34,2025-09-09,2873,kg,89.2,Heatwave
Rice,Mysuru,Mysuru Mandi,2411.8,2025-10-13,608,kg,81.8,Sunny weather
Rice,chitradurga,chitradurga market,2979.13,2025-10-15,540,ton,81.8,Price may drop
Cotton,chitradurga,chitradurga market,2626.77,2025-08-06,2100,ton,81.8,Price may drop
Wheat,Tumkur,Tumkur Mandi,3153.46,2025-07-17,563,quintal,80.8,Rain expected
Wheat,Kolar,Kolar Market,2506.85,2025-07-26,1581,quintal,58.7,Heatwave
Cotton,Tumkur,Tumkur Mandi,1040.06,2025-10-17,1652,kg,80.8,Sunny weather
Cotton,Kolar,Kolar Market,3386.64,2025-09-12,1604,quintal,58.7,Slight showers
Wheat,Mysuru,Mysuru Mandi,2374.28,2025-09-11,2531,ton,81.8,Heatwave
Rice,davanagere,davanagere market,1082.72,2025-08-14,2776,kg,89.2,Rising prices
Rice,Tumkur,Tumkur Mandi,1462.19,2025-08-23,1647,quintal,80.8,Rising prices
Wheat,chitradurga,chitradurga market,1091.91,2025-08-17,1079,quintal,81.8,Stable
Maize,Mysuru,Mysuru Mandi,743.89,2025-08-04,2225,kg,81.8,Flood risk
Wheat,Mysuru,Mysuru Mandi,1993.73,2025-09-22,512,ton,81.8,Drought warning
Wheat,Mysuru,Mysuru Mandi,2676.12,2025-10-04,1833,ton,81.8,Sunny weather
Rice,chitradurga,chitradurga market,1481.99,2025-09-08,1675,ton,81.8,Heatwave
Tomato,chitradurga,chitradurga market,3311.64,2025-08-10,1421,kg,81.8,Heatwave
Wheat,Tumkur,Tumkur Mandi,3427.96,2025-09-20,2785,ton,80.8,Cold wave
Wheat,Kolar,Kolar Market,2396.85,2025-09-24,369,ton,58.7,Flood risk
Tomato,Kolar,Kolar Market,1597.5,2025-07-01,215,kg,58.7,Sunny weather
Tomato,Kolar,Kolar Market,2586.29,2025-07-10,1754,quintal,58.7,Slight showers
Wheat,davanagere,davanagere market,2972.93,2025-09-11,480,quintal,89.2,Sunny weather
Cotton,Tumkur,Tumkur Mandi,1441.21,2025-09-16,2282,ton,80.8,Sunny weather
Maize,Tumkur,Tumkur Mandi,1999.89,2025-08-27,1168,quintal,80.8,Heatwave
Maize,Tumkur,Tumkur Mandi,889.19,2025-09-14,2457,ton,80.8,Price may drop
Maize,chitradurga,chitradurga market,993.76,2025-07-19,2044,quintal,81.8,Cold wave
Maize,Mysuru,Mysuru Mandi,2934.06,2025-08-07,1440,ton,81.8,Rain expected
Cotton,chitradurga,chitradurga market,2380.29,2025-10-25,1961,ton,81.8,Sunny weather
Tomato,Mysuru,Mysuru Mandi,997.8,2025-09-15,1577,quintal,81.8,Cold wave
Tomato,Tumkur,Tumkur Mandi,3426.99,2025-09-25,282,kg,80.8,Flood risk
Rice,Tumkur,Tumkur Mandi,2215.61,2025-10-03,1964,ton,80.8,Slight showers
Maize,Kolar,Kolar Market,1275.06,2025-07-24,846,ton,58.7,Drought warning
Wheat,Mysuru,Mysuru Mandi,3010.56,2025-08-21,1256,kg,81.8,Cold wave
Maize,davanagere,davanagere market,1135.4,2025-09-22,1749,ton,89.2,Drought warning
Cotton,chitradurga,chitradurga market,1524.77,2025-07-30,1500,kg,81.8,Stable
Rice,Tumkur,Tumkur Mandi,1843.67,2025-10-10,1534,quintal,80.8,Rising prices
Rice,Tumkur,Tumkur Mandi,2441.87,2025-10-23,2199,kg,80.8,Drought warning
Wheat,davanagere,davanagere market,1760.3,2025-09-27,1669,ton,89.2,Price may drop
Maize,Kolar,Kolar Market,3129.51,2025-10-24,603,kg,58.7,Sunny weather
Wheat,davanagere,davanagere market,2364.2,2025-08-25,2256,kg,89.2,Cold wave
Tomato,davanagere,davanagere market,1855.44,2025-10-23,1377,ton,89.2,Rain expected
Rice,chitradurga,chitradurga market,2306.06,2025-07-26,2594,ton,81.8,Rising prices
Maize,Kolar,Kolar Market,2440.51,2025-08-25,1507,quintal,58.7,Drought warning
Tomato,Tumkur,Tumkur Mandi,3254.64,2025-10-23,69,ton,80.8,Sunny weather
Maize,davanagere,davanagere market,3208.62,2025-07-24,752,kg,89.2,Rain expected
Tomato,chitradurga,chitradurga market,1554.03,2025-08-23,878,kg,81.8,Heatwave
